id,name,price,URL
14217059,St-Laurent Citrus,49,https://www.saq.com/fr/14217059
13672041,St-Laurent Gin Vieux,59,https://www.saq.com/fr/13672041
14228233,Stadaconé Bleu,38,https://www.saq.com/fr/14228233
14228250,Stadaconé Noir,52.5,https://www.saq.com/fr/14228250
14228225,Stadaconé Rouge,42.5,https://www.saq.com/fr/14228225
14223838,Supersonic,45.5,https://www.saq.com/fr/14223838
14736895,SuperSonic Aronia,48.25,https://www.saq.com/fr/14736895
14393669,Tresor N°13,35.25,https://www.saq.com/fr/14393669
14646849,Tresor N°6,39,https://www.saq.com/fr/14646849
14530686,Tundra,38.25,https://www.saq.com/fr/14530686
14184980,Ungava,38.25,https://www.saq.com/fr/14184980
13126059,Ungava,51,https://www.saq.com/fr/13126059
13034058,Ungava,19.95,https://www.saq.com/fr/13034058
11156764,Ungava,36.5,https://www.saq.com/fr/11156764
14530467,Ungava Gingembre,38.75,https://www.saq.com/fr/14530467
14510280,Ungava Vieilli en Fût de Chêne,50.5,https://www.saq.com/fr/14510280
11468039,Victoria,47.25,https://www.saq.com/fr/11468039
14218932,Victoria Empress 1908,49.75,https://www.saq.com/fr/14218932
12383838,Victoria Oaken Gin,64,https://www.saq.com/fr/12383838
13737503,Wabasso,46.75,https://www.saq.com/fr/13737503
14682920,Wabasso Conifère,47,https://www.saq.com/fr/14682920
14721010,Wabasso Florida Pamplemousse et Yuzu,42.25,https://www.saq.com/fr/14721010
